text,president,title,date,label
"support that Vandenberg gave Truman inGreece and Turkey, about the support that I gave Eisenhower, Republican andDemocrat, about the support that President Kennedy received in the Cubanmissile crisis. And this is an hour when we must not become so bitter or sodivided or hate each other so much in an election period that we will let theother nations think we are divided. The Kaiser thought we were divided and wouldn't go to war and hesank the Lusitania and we became",Lyndon B. Johnson,"October 9, 1964: Speech at the Jung Hotel, New Orleans",1964-10-09T13:00:00-04:00,0
"in the direction of providing a drastic and thoroughgoing inspection by the Federal government of all stockyards and packing houses and of their products, so far as the latter enter into interstate or foreign commerce. The conditions shown by even this short inspection to exist in the Chicago stock yards are revolting. It is imperatively necessary in the interest of health and of decency that they should be radically changed. Under the existing law it is wholly impossible to secure",Theodore Roosevelt,"June 4, 1906: Message Regarding Meatpacking Plants",1906-06-04T18:05:00-05:00,0
"nations offers the surest road to progress, that history and experience testify to this truth. But it is not enough to call upon reason or point to examples. We must show it through action and we must show it through accomplishment. And even were there no war--either hot or cold--we would always be active in humanity's search for progress. This task is commanded to us by the moral values of our civilization, and it rests on the inescapable nature of",Lyndon B. Johnson,"May 13, 1965: Speech to the Association of American Editorial Cartoonists",1965-05-13T13:00:00-04:00,0
"the grave dangers of ""rightist reaction"" in this nation. Any clear-thinking business men share that concern. Indeed, if such reaction should develop—if history were to repeat itself and we were to return to the so-called ""normalcy"" of the 1920s—then it is certain that even though we shall have conquered our enemies on the battlefields abroad, we shall have yielded to the spirit of fascism here at home.<br /> <br /> I ask the Congress to explore the means for implementing",Franklin D. Roosevelt,"January 11, 1944: Fireside Chat 28: On the State of the Union",1944-01-11T13:00:00-04:00,1
"your hospitality symbolizes more than merely the courtesy which may be accorded to an individual visitor. They symbolize the enduring qualities of amity and honor which have characterized our countries' relations for so many decades. Nearly forty years ago, a distinguished Prime Minister of this country took the part of the United States at a disarmament conference. He said, ""They may not be angels but they are at least our friends."" I must say that I do not think that",John F. Kennedy,"May 17, 1961: Address before the Canadian Parliament",1961-05-17T13:00:00-04:00,0
"Mr. Speaker, Mr. President, distinguished Members of Congress, honored guests, and fellow citizens: May I congratulate all of you who are Members of this historic 100th Congress of the United States of America. In this 200th anniversary year of our Constitution, you and I stand on the shoulders of giants—men whose words and deeds put wind in the sails of freedom. However, we must always remember that our Constitution is to be celebrated not for being old, but for being",Ronald Reagan,"January 27, 1987: State of the Union Address",1987-01-27T13:00:00-05:00,0
"removal of other vessels from the waters of the St. Marys. It will not be denied that every nation has a right to regulate its commercial system as it thinks fit and to enforce the collection of its revenue, provided it be done without an invasion of the rights of other powers. The violation of its revenue laws is an offense which all nations punish, the punishment of which gives no just cause of complaint to the power to which",James Monroe,"December 3, 1821: Fifth Annual Message",1821-12-03T13:03:58-04:56,0
"acquisitions, stolen from the people, and of promptly and duly punishing the offenders. I speak in another part of this Message of the widespread crimes by which the sacred right of citizenship is falsely asserted and that ""inestimable heritage"" perverted to base ends. By similar means--that is, through frauds, forgeries, and perjuries, and by shameless briberies--the laws relating to the proper conduct of the public service in general and to the due administration of the Post-Office Department have been notoriously",Theodore Roosevelt,"December 7, 1903: Third Annual Message",1903-12-07T13:00:00-05:00,0
"wars, and I will soon announce a way forward in Iraq that leaves Iraq to its people and responsibly ends this war.<br /> And with our friends and allies, we will forge a new and comprehensive strategy for Afghanistan and Pakistan to defeat Al Qaida and combat extremism, because I will not allow terrorists to plot against the American people from safe havens halfway around the world. We will not allow it.<br /> As we meet here tonight, our men",Barack Obama,"February 24, 2009: Address Before a Joint Session of Congress",2009-02-24T13:00:00-05:00,1
"of the present disturbed conditions in Mexico those who have been unjustly deprived of their property or in any wise unjustly put upon ought to be compensated. Men&#39;s individual rights have no doubt been invaded, and the invasion of those rights has been attended by many deplorable circumstances which ought sometime, in the proper way, to be accounted for. But back of it all is the struggle of a people to come into its own, and while we look upon",Woodrow Wilson,"July 4, 1914: Fourth of July Address",1914-07-04T18:31:00-05:00,0
"result. The agitation would thus be rendered incessant whilst the Territorial condition remained, and its baneful influence would keep alive a dangerous excitement among the people of the several States. Thus has the status of a Territory during the intermediate period from its first settlement until it shall become a State been irrevocably fixed by the final decision of the Supreme Court. Fortunate has this been for the prosperity of the Territories, as well as the tranquillity of the States.",James Buchanan,"December 19, 1859: Third Annual Message",1859-12-19T13:03:58-04:56,0
"the trials that these times impose. Since I reported to you last January: --Three elections have been held in Vietnam--in the midst of war and under the constant threat of violence. --A President, a Vice President, a House and Senate, and village officials have been chosen by popular, contested ballot. --The enemy has been defeated in battle after battle. --The number of South Vietnamese living in areas under Government protection tonight has grown by more than a million since January",Lyndon B. Johnson,"January 17, 1968: State of the Union Address",1968-01-17T13:00:00-05:00,0
"of political rights. We must stop preaching hatred, we must stop bringing up entire new generations to preserve and to carry out the lethal fantasies of the old generation, stop believing that the gun or the bomb can solve all problems or that a revolution is of any value if it closes doors and limits choices instead of opening both as wide as possible. As far back as we can look--until the light of history fades into the dusk of",Lyndon B. Johnson,"June 25, 1965: Remarks on the 20th Anniversary of the U.N. Charter",1965-06-25T13:00:00-04:00,0
"It is exceedingly gratifying that Ambassador Morrow has been able to bring our two neighboring countries, which have so many interests in common, to a position of confidence in each other and of respect for mutual sovereign rights. CHINA The situation in China which a few months ago was so threatening as to call for the dispatch of a large additional force has, been much composed. The Nationalist Government has established itself over the country and promulgated a new organic",Calvin Coolidge,"December 4, 1928: Sixth Annual Message",1928-12-04T13:00:00-05:00,0
"advocacy of the claims of labor, wantonly attack the rights of capital and for selfish purposes or the love of disorder sow seeds of violence and discontent should neither be encouraged nor conciliated, all legislation on the subject should be calmly and deliberately undertaken, with no purpose of satisfying unreasonable demands or gaining partisan advantage.<br /> The present condition of the relations between labor and capital is far from satisfactory. The discontent of the employed is due in a large",Grover Cleveland,"April 22, 1886: Message Regarding U.S. Labor Force",1886-04-22T15:16:00-05:00,0
"and freedom has taken on a new complexion.</span> <p class=""p1""><span class=""s1"">We know the Communist leaders have often practiced the tactics of retreat and zigzag. We know that Soviet and Chinese communism still poses a serious threat to the free world. And in the Middle East recent Soviet moves are hardly compatible with the reduction of international tension.</span> <p class=""p1""><span class=""s1"">Yet Communist tactics against the free nations have shifted in emphasis from reliance on violence and the threat of violence to",Dwight D. Eisenhower,"January 5, 1956: State of the Union Address",1956-01-05T10:00:00-05:00,0
"policy goal is one that touches the life of every American citizen every day—world economic growth and stability. This requires strong economic performance by the industrialized democracies like ourselves and progress in resolving the global energy crisis. Last fall, with the help of others, we succeeded in our vigorous efforts to maintain the stability of the price of oil. But as many foreign leaders have emphasized to me personally and, I am sure, to you, the greatest future contribution that",Jimmy Carter,"January 19, 1978: State of the Union Address",1978-01-19T13:00:00-05:00,0
"they on 'round-the-clock alert. Tomorrow our children will go to school and study history and how plants grow. And they won't have, as my children did, air raid drills in which they crawl under their desks and cover their heads in case of nuclear war. My grandchildren don't have to do that and won't have the bad dreams children had once, in decades past. There are still threats. But the long, drawn-out dread is over. A year ago tonight, I",George H. W. Bush,"January 28, 1992: State of the Union Address",1992-01-28T13:00:00-05:00,0
"leaders oppose our human rights policy. They want to scrap it. They seem to think it's naive for America to stand up for freedom and democracy. Just what do they think we should stand up for? Ask the former political prisoners who now live in freedom if we should abandon our stand on human rights. Ask the dissidents in the Soviet Union about our commitment to human rights. Ask the Hungarian Americans, ask the Polish Americans, listen to Pope John",Jimmy Carter,"August 14, 1980: Acceptance Speech at the Democratic National Convention",1980-08-14T14:00:00-04:00,1
"necessary in order to carry out an effective and beneficial civil-service reform. If left to me, without further Congressional action, the rules prescribed by the commission, under the reservation already mentioned, will be faithfully executed; but they are not binding, without further legislation, upon my successors.<br /> Being desirous of bringing this subject to the attention of Congress before the approaching recess, I have not time to sufficiently examine the accompanying report to enable me to suggest definite legislative action",Ulysses S. Grant,"December 19, 1871: Message on Civil Service Reform",1871-12-19T12:17:58-04:56,0
"ties with former and potential adversaries.<br /> In recent years, there have been some substantial achievements.<br /> We see the Four-Power Agreement on Berlin of 1971 as the end of a perennial crisis that on at least three occasions brought the world to the brink of doom.<br /> The agreements between the Federal Republic of Germany and the states of Eastern Europe and the related intra-German accords enable Central Europe and the world to breathe easier.<br /> The start of",Gerald Ford,"August 1, 1975: Remarks in Helsinki",1975-08-01T13:00:00-04:00,0
"for our own economic good, therefore—if for no other reason—we must take a leading part in the maintenance of peace and in the increase of trade among all the Nations of the world.<br /> And that is why your Government for many, many months has been laying plans, and studying the problems of the near future—preparing itself to act so that the people of the United States may not suffer hardships after the war, may continue constantly to improve their",Franklin D. Roosevelt,"July 20, 1944: Democratic National Convention",1944-07-20T14:00:00-04:00,0
"people, must take the course of current history into their own hands and mold it in a new direction-the direction of continued cooperation. It was a common danger which united us before victory. Let it be a common hope which continues to draw us together in the years to come.<br /> The atomic bombs which fell on Hiroshima and Nagasaki must be made a signal, not for the old process of falling apart but for a new era—an era of",Harry S. Truman,"October 27, 1945: Navy Day Address",1945-10-27T14:00:00-05:00,0
"town, just get out in front and make it look like a parade.'' Well, make no mistake: The demise of communism wasn't a sure thing. It took the strong leadership of Presidents from both parties, including Republicans like Richard Nixon and Gerald Ford and Ronald Reagan. Without their vision and the support of the American people, the Soviet Union would be a strong superpower today, and we'd be facing a nuclear threat tonight. My opponents say I spend too much",George H. W. Bush,"August 20, 1992: Republican National Convention",1992-08-20T14:00:00-04:00,1
"it like you. Now we are discovering American muscle, reasserting American might and beginning the next story chapter in American military legends and lore.</span> <p class=""p1""><span class=""s1"">That is L-O-R-E. It is lore. When it comes to defending our way of life, nothing will slow us. No enemy will stop us. They cannot stop us, and no adversary will stand in our way. They won't stand in our way. We don't want them to stand in our way. We don't want",Donald Trump,"September 30, 2025: Remarks to Military Leaders",2025-09-30T10:00:00-04:00,1
"to waste, to destroy, our natural resources, to skin and exhaust the land instead of using it so as to increase its usefulness, will result in undermining in the days of our children the very prosperity which we ought by right to hand down to them amplified and developed. For the last few years, through several agencies, the Government has been endeavoring to get our people to look ahead and to substitute a planned and orderly development of our resources",Theodore Roosevelt,"December 3, 1907: Seventh Annual Message",1907-12-03T13:00:00-05:00,0
"A temporary worker program will help protect our homeland, allowing Border Patrol and law enforcement to focus on true threats to our national security. I oppose amnesty, because it would encourage further illegal immigration and unfairly reward those who break our laws. My temporary worker program will preserve the citizenship path for those who respect the law while bringing millions of hard-working men and women out from the shadows of American life. Our nation's health care system, like our economy,",George W. Bush,"January 20, 2004: State of the Union Address",2004-01-20T13:00:00-05:00,0
"countrymen, why--why should men such as you, able to master the complex arts of science, mathematics, language, economy, and all the rest devote their lives to a military career, with all of its risks and hardships? Why should their families be expected to make the personal and financial sacrifices that a military career inevitably brings with it? When there is a visible enemy to fight in open combat, the answer is not so difficult. Many serve, all applaud, and the",John F. Kennedy,"June 6, 1962: Remarks at West Point",1962-06-06T13:00:00-04:00,1
"of resisting the slow decay of time and of defying the storms of ages. Indeed, well may the jealous patriots of that day have indulged fears that a Government of such high powers might violate the reserved rights of the States, and wisely did they adopt the rule of a strict construction of these powers to prevent the danger. But they did not fear, nor had they any reason to imagine, that the Constitution would ever be so interpreted as",James Buchanan,"December 3, 1860: Fourth Annual Message",1860-12-03T13:03:58-04:56,0
"part of Mr. Clay's history. Throughout that long period, he has constantly been the most loved, and most implicitly followed by friends, and the most dreaded by opponents, of all living American politicians. In all the great questions which have agitated the country, and particularly in those great and fearful crises, the Missouri question---the Nullification question, and the late slavery question, as connected with the newly acquired territory, involving and endangering the stability of the Union, his has been the",Abraham Lincoln,"July 6, 1852: Eulogy on Henry Clay",1852-07-06T13:03:58-04:56,0
"States would lead to a bigger war or surrender later. I have rejected all political considerations in making this decision. Whether my party gains in November is nothing compared to the lives of 400,000 brave Americans fighting for our country and for the cause of peace and freedom in Vietnam. Whether I may be a one-term President is insignificant compared to whether by our failure to act in this crisis the United States proves itself to be unworthy to lead",Richard M. Nixon,"April 30, 1970: Address to the Nation on the Situation in Southeast Asia",1970-04-30T13:00:00-04:00,0
"the deficit of 90 percent, and the truly historic bipartisan balanced budget agreement passed by this Congress. Here's the really good news: If we maintain our resolve, we will produce balanced budgets as far as the eye can see.<br /> We must not go back to unwise spending or untargeted tax cuts that risk reopening the deficit. Last year, together, we enacted targeted tax cuts so that the typical middle-class family will now have the lowest tax rates in 20",Bill Clinton,"January 27, 1998: State of the Union Address",1998-01-27T13:00:00-05:00,0
"of relative value between those metals. This conference absolutely failed, and a similar fate has awaited all subsequent efforts in the same direction. And still we continue our coinage of silver at a ratio different from that of any other nation. The most vital part of the silver-coinage act remains inoperative and unexecuted, and without an ally or friend we battle upon the silver field in an illogical and losing contest. To give full effect to the design of Congress",Grover Cleveland,"December 8, 1885: First Annual Message",1885-12-08T13:00:00-05:00,1
"of the United States at the call of the constitutional authorities, in order to protect the citizens and the treaty rights of the United States. Unless such a power is conferred upon him, neither the one nor the other will be respected in the existing state of anarchy and disorder, and the outrages already perpetrated will never be chastised; and, as I assured you in my No. 23, all these evils must increase until every vestige of order and government",James Buchanan,"December 19, 1859: Third Annual Message",1859-12-19T13:03:58-04:56,0
"that American aid reaches the people who need it, in nations where democracy is on the rise and corruption is in retreat. And let us continue to support the expanded trade and debt relief that are the best hope for lifting lives and eliminating poverty. When America serves others in this way, we show the strength and generosity of our country. These deeds reflect the character of our people. The greatest strength we have is the heroic kindness and courage",George W. Bush,"January 23, 2007: State of the Union Address",2007-01-23T13:00:00-05:00,0
"otherwise,"" Mr. Gromyko went on, ""the Soviet Government would never become involved in rendering such assistance."" That statement also was false. Neither the United States of America nor the world community of nations can tolerate deliberate deception and offensive threats on the part of any nation, large or small. We no longer live in a world where only the actual firing of weapons represents a sufficient challenge to a nation's security to constitute maximum peril. Nuclear weapons are so destructive",John F. Kennedy,"October 22, 1962: Address on the Buildup of Arms in Cuba",1962-10-22T13:00:00-04:00,0
"we get a return to prosperity all over the world.<br /> In the conferences which we have held and are holding with the leaders of other nations, we are seeking four great objectives. First, a general reduction of armaments and through this the removal of the fear of invasion and armed attack, and, at the same time, a reduction in armament costs, in order to help in the balancing of government budgets and the reduction of taxation. Secondly, a cutting",Franklin D. Roosevelt,"May 7, 1933: Fireside Chat 2: On Progress During the First Two Months",1933-05-07T13:00:00-04:00,0
"the attacks of an enemy. It will not be doubted that under this power Congress could, if they thought proper, authorize the President to employ the force at his command to seize a vessel belonging to an American citizen which had been illegally and unjustly captured in a foreign port and restore it to its owner. But can Congress only act after the fact, after the mischief has been done? Have they no power to confer upon the President the",James Buchanan,"December 19, 1859: Third Annual Message",1859-12-19T13:03:58-04:56,0
"of ultimate destruction, NATO has insured the security of the North Atlantic community. It has reinforced stability elsewhere throughout the world. While NATO rests on the reality that we must fight together if war should come to the Atlantic area, it rests also on the reality that war will not come if we act together during peace. It was the Foreign Minister of France who, in 1949, insisted that to be truly secure, Europe needed not only help in resisting",Lyndon B. Johnson,"March 23, 1966: Speech Before the Foreign Institute",1966-03-23T13:00:00-05:00,0
"in the midst of the storm.”&nbsp; The oil spill is not the last crisis America will face.&nbsp; This nation has known hard times before and we will surely know them again.&nbsp; What sees us through -– what has always seen us through –- is our strength, our resilience, and our unyielding faith that something better awaits us if we summon the courage to reach for it. Tonight, we pray for that courage.&nbsp; We pray for the people of the Gulf.&nbsp;",Barack Obama,"June 15, 2010: Speech on the BP Oil Spill",2010-06-15T02:00:00-04:00,0
in the local institutions of Texas will remain her own whether annexed to the United States or not. None of the present states will be responsible for them any more than they are for the local institutions of each other. They have confederated together for certain specified objects. Upon the same principle that they would refuse to form a perpetual union with Texas because of her local institutions our forefathers would have been prevented from forming our present Union. Perceiving,James K. Polk,"March 4, 1845: Inaugural Address",1845-03-04T13:03:58-04:56,0
"Now, the good news is, five years later, five years after the crisis first hit, America has fought its way back.&nbsp; So together, we saved an auto industry.&nbsp; We took on a broken health care system.&nbsp; We invested in new American technologies to reverse our addiction to foreign oil.&nbsp; We doubled the production of clean energy.&nbsp; Natural gas took off.&nbsp; We put in place tough new rules on big banks and mortgage lenders and credit card companies.&nbsp; We changed the",Barack Obama,"July 24, 2013: Remarks on Education and the Economy",2013-07-24T02:00:00-04:00,0
"were compelled to vote according to the wishes of their employers, under threats of discharge if they acted otherwise; and there are too many instances in which, when these threats were disregarded, they were remorselessly executed by those who made them. I understand that the fifteenth amendment to the Constitution was made to prevent this and a like state of things, and the act of May 31, 1870, with amendments, was passed to enforce its provisions, the object of both",Ulysses S. Grant,"December 7, 1874: Sixth Annual Message",1874-12-07T13:03:58-04:56,0
"This is the true cause of freedom. The man who is hungry, who cannot find work or educate his children, who is bowed by want--that man is not fully free. For more than 30 years, from social security to the war against poverty, we have diligently worked to enlarge the freedom of man. And as a result, Americans tonight are freer to live as they want to live, to. pursue their ambitions, to meet their desires, to raise their families",Lyndon B. Johnson,"August 27, 1964: Acceptance Speech at the Democratic National Convention",1964-08-27T13:00:00-04:00,0
"earnestness and solicitude, upon the advocates of a careful and provident conservation, on the one hand, and the advocates of a free and inviting field for private capital, on the other, to get together in a spirit of genuine accommodation and agreement and set this great policy forward at once.<br /> We must hearten and quicken the spirit and efficiency of labor throughout our whole industrial system by everywhere and in all occupations doing justice to the laborer, not only",Woodrow Wilson,"September 3, 1916: Speech Accepting the Democratic Nomination",1916-09-02T19:34:00-05:00,0
"a breach of international law or as an act of war our aid to the democracies which dare to resist their aggression. Such aid is not an act of war, even if a dictator should unilaterally proclaim it so to be.<br /> <br /> When the dictators, if the dictators, are ready to make war upon us, they will not wait for an act of war on our part. They did not wait for Norway or Belgium or the Netherlands",Franklin D. Roosevelt,"January 6, 1941: State of the Union (Four Freedoms)",1941-01-06T14:00:00-05:00,0
"marriage and divorce are dealt with. It is neither safe nor proper to leave the question of polygamy to be dealt with by the several States. Power to deal with it should be conferred on the National Government. When home ties are loosened; when men and women cease to regard a worthy family life, with all its duties fully performed, and all its responsibilities lived up to, as the life best worth living; then evil days for the commonwealth are",Theodore Roosevelt,"December 3, 1906: Sixth Annual Message",1906-12-03T13:00:00-05:00,0
"freedom? The changes I have outlined tonight are aimed at ensuring the survival of a young democracy that is fighting for its life in a part of the world of enormous importance to American security. Let me be clear: The terrorists and insurgents in Iraq are without conscience, and they will make the year ahead bloody and violent. Even if our new strategy works exactly as planned, deadly acts of violence will continue -- and we must expect more Iraqi",George W. Bush,"January 11, 2007: Address on Military Operations in Iraq",2007-01-10T22:01:00-05:00,1
"to reduce the dangers to peace, and the unhesitating readiness of the United States of America to find a peaceful solution. I now call upon this gathering of the nations of the world to use all their influence, individually and collectively, to bring to the tables those who seem determined to make war. We will support your efforts, as we will support effective action by any agent or agency of these United Nations. But the agenda of peace is not",Lyndon B. Johnson,"June 25, 1965: Remarks on the 20th Anniversary of the U.N. Charter",1965-06-25T13:00:00-04:00,0
"increase the dangers and difficulties of the controversy. Misunderstanding exists as to the extent, character, and value of the possessory rights of the Hudsons Bay Company and the property of the Pugets Sound Agricultural Company reserved in our treaty with Great Britain relative to the Territory of Oregon. I have reason to believe that a cession of the rights of both companies to the United States, which would be the readiest means of terminating all questions, can be obtained on",Franklin Pierce,"December 31, 1855: Third Annual Message",1855-12-31T13:03:58-04:56,0
"January 1st, I outlined a program to reduce our balance of payments deficit sharply this year. We will ask the Congress to help carry out those parts of the program which require legislation. We must restore equilibrium to our balance of payments. We must also strengthen the international monetary system. We have assured the world that America's full gold stock stands behind our commitment to maintain the price of gold at $35 an ounce. We must back this commitment by",Lyndon B. Johnson,"January 17, 1968: State of the Union Address",1968-01-17T13:00:00-05:00,0
"women, and children of all faiths and beliefs.&nbsp; We will work with our allies, including our friends and allies in the Muslim world, to extinguish this vile enemy from our planet. I have also imposed new sanctions on entities and individuals who support Iran's ballistic missile program, and reaffirmed our unbreakable alliance with the State of Israel. Finally, I have kept my promise to appoint a Justice to the United States Supreme Court -- from my list of 20 judges",Donald Trump,"February 28, 2017: Address to Joint Session of Congress",2017-02-28T20:00:00-05:00,1
"and retire peaceably to their respective abodes within a limited time. These words are broad enough to require a proclamation in all cases where militia are called out under that act, whether to repel invasion or suppress an insurrection or to aid in executing the laws. This section has consequently created some doubt whether the militia could be called forth to aid in executing the laws without a previous proclamation. But yet the proclamation seems to be in words directed",Millard Fillmore,"February 19, 1851: Message Regarding Disturbance in Boston",1851-02-19T13:06:58-04:56,0
"Republicans make a great whoop and holier about the honesty of Federal employees, but they are usually the first to show up in a Government office asking for special favors for private interests, and in raising cain if they don't get them. These Republican gentlemen can't have it both ways—they can't be for morality on Tuesday and Thursday, and then be for special privileges for their clients on Monday, Wednesday, and Friday.<br /> The press recently—for a wonder—has been giving",Harry S. Truman,"March 29, 1952: Jefferson-Jackson Day Dinner",1952-03-29T13:00:00-05:00,0
"are planted in the mother.&nbsp;&nbsp;Once a couple successfully has children, or if they are unsuccessful, the additional embryos remain frozen in laboratories. &nbsp;&nbsp;&nbsp;&nbsp; Some will not survive during long storage; others are destroyed.&nbsp;&nbsp;A number have been donated to science and used to create privately funded stem cell lines.&nbsp;&nbsp;And a few have been implanted in an adoptive mother and born, and are today healthy children. &nbsp;&nbsp;&nbsp;&nbsp; Based on preliminary work that has been privately funded, scientists believe further research using stem",George W. Bush,"August 10, 2001: Address to the Nation on Stem Cell Research",2001-08-09T23:01:00-04:00,0
"foes have openly boasted of acquiring through our newspapers information they would otherwise hire agents to acquire through theft, bribery, or espionage; that details of this nation's covert preparations to counter the enemy's covert operations have been available to every newspaper reader, friend and foe alike; that the size, the strength, the location, and the nature of our forces and weapons, and our plans and strategy for their use, have all been pinpointed in the press and other news media",John F. Kennedy,"April 27, 1961: ""President and the Press"" Speech",1961-04-27T13:00:00-05:00,0
"state utility commission regulations. To provide the critical stability for our domestic energy production in the face of world price uncertainty, I will request legislation to authorize and require tariffs, import quotas, or price floors to protect our energy prices at levels which will achieve energy independence. Increasing energy supplies is not enough. We must take additional steps to cut long-term consumption. I therefore propose to the Congress: legislation to make thermal efficiency standards mandatory for all new buildings in",Gerald Ford,"January 15, 1975: State of the Union Address",1975-01-15T13:00:00-05:00,0
"sum to a crime against the Nation, had it acted otherwise than it did when the revolution of November 3 last took place in Panama. This great enterprise of building the interoceanic canal can not be held up to gratify the whims, or out of respect to the governmental impotence, or to the even more sinister and evil political peculiarities, of people who, though they dwell afar off, yet, against the wish of the actual dwellers on the Isthmus, assert",Theodore Roosevelt,"December 7, 1903: Third Annual Message",1903-12-07T13:00:00-05:00,0
"less as we move through Desert Storm. But the world has to wonder what the dictator of Iraq is thinking. If he thinks that by targeting innocent civilians in Israel and Saudi Arabia, that he will gain advantage, he is dead wrong. If he thinks that he will advance his cause through tragic and despicable environmental terrorism, he is dead wrong. And if he thinks that by abusing the coalition prisoners of war he will benefit, he is dead wrong.",George H. W. Bush,"January 29, 1991: State of the Union Address",1991-01-29T13:00:00-05:00,0
"to what such a movement as this portends. The judges who have shown themselves able and willing effectively to check the dishonest activity of the very rich man who works iniquity by the mismanagement of corporations, who have shown themselves alert to do justice to the wageworker, and sympathetic with the needs of the mass of our people, so that the dweller in the tenement houses, the man who practices a dangerous trade, the man who is crushed by excessive",Theodore Roosevelt,"December 9, 1908: Eighth Annual Message",1908-12-09T13:00:00-05:00,0
"The observance of the provision of law requiring the appointment of the force employed in this service to be made ""solely with reference to their fitness, and without reference to their political or party affiliation,"" has secured the result which may confidently be expected in any branch of public employment where such a rule is applied. As a consequence, this service is composed of men well qualified for the performance of their dangerous and exceptionally important duties The number of",Grover Cleveland,"December 8, 1885: First Annual Message",1885-12-08T13:00:00-05:00,0
"and occupations and be accorded the consideration due to all peaceful and law-abiding persons, except so far as restrictions may be necessary for their own protection and for the safety of the United States; and towards such alien enemies as conduct themselves in accordance with law, all citizens of the United States are enjoined to preserve the peace and to treat them with all such friendliness as may be compatible with loyalty and allegiance to the United States. And all",Woodrow Wilson,"April 6, 1917: Proclamation 1364",1917-04-06T13:00:00-05:00,0
"my trip to Saudi Arabia last year, the Gulf countries opened a new center to target terrorist financing. They are enforcing new sanctions, working with us to identify and track terrorist networks, and taking more responsibility for fighting terrorism and extremism in their own region. The UAE, Saudi Arabia, and Qatar have pledged billions of dollars to aid the people of Syria and Yemen. And they are pursuing multiple avenues to ending Yemen’s horrible, horrific civil war. Ultimately, it is",Donald Trump,"September 25, 2018: Address at the 73rd Session of the United Nations General Assembly",2018-09-25T10:30:00-04:00,0
"in the world.<br /> The central question before us is: How shall we use that peace? Let us resolve that this era we are about to enter will not be what other postwar periods have so often been: a time of retreat and isolation that leads to stagnation at home and invites new danger abroad.<br /> Let us resolve that this will be what it can become: a time of great responsibilities greatly borne, in which we renew the spirit",Richard M. Nixon,"January 20, 1973: Second Inaugural Address",1973-01-20T13:00:00-05:00,0
"that this struggle is taking place every day, without fanfare, in thousands of villages and markets--day and night--and in classrooms all over the globe. The message of Cuba, of Laos, of the rising din of Communist voices in Asia and Latin America--these messages are all the same. The complacent, the self-indulgent the soft societies are about to be swept away with the debris of history. Only the strong, only the industrious, only the determined, only the courageous, only the visionary",John F. Kennedy,"April 20, 1961: Address to the American Association of Newspaper Editors",1961-04-20T13:00:00-05:00,1
"to have ROTC graduate Colin Powell serving our country. (Applause.) Only one other Army general has gone on to serve as Secretary of State, and that was George Marshall, himself -- VMI's highest-ranking cadet in the class of 1901. As Army Chief of Staff, General Marshall became the architect of America's victory in the second world war. He fought tenaciously against our enemies, and then worked just as hard to secure the peace. President Truman considered George C. Marshall the",George W. Bush,"July 17, 2004: Remarks on National Security and the War Effort",2004-07-17T12:15:00-04:00,0
"believe that the people of Germany and Berlin must be free to reunite their capital and their country. We believe that the people of Cuba must be free to secure the fruits of the revolution that have been betrayed from within and exploited from without. In short, we believe that all the world--in Eastern Europe as well as Western, in Southern Africa as well as Northern, in old nations as well as new--that people must be free to choose their",John F. Kennedy,"September 20, 1963: Address to the UN General Assembly",1963-09-20T13:00:00-04:00,0
"and his projected conversation with them in 1963. The networks will announce the time they will show the program on Monday, March 9' Here is an up-to-date report of women in Government, since January: Twenty-nine women have been appointed to Presidential positions. Twenty-two new appointments have been made in the professional level from GS-12 in excess of $10,000 through GS-18, to $20,000 One hundred and sixty-two promotions have been made in the professional grades from GS-12 through GS-18. I have",Lyndon B. Johnson,"March 7, 1964: Press Conference at the White House",1964-03-07T13:00:00-05:00,0
"a future in which those who kill innocents are isolated by those who stand up for peace and prosperity and human dignity.<br /> &nbsp;<br /> And finally, we must draw on the strength of our values -- for the challenges that we face may have changed, but the things that we believe in must not.&nbsp; That's why we must promote our values by living them at home -- which is why I have prohibited torture and will close the prison",Barack Obama,"December 1, 2009: Speech on Strategy in Afghanistan and Pakistan",2009-12-01T01:00:00-05:00,0
"all to the people of the world: We Americans have been compelled to yield ground, but we will regain it. We and the other United Nations are committed to the destruction of the militarism of Japan and Germany. We are daily increasing our strength. Soon, we and not our enemies, will have the offensive; we, not they, will win the final battles; and we, not they, will make the final peace.<br /> <br /> Conquered nations in Europe know what",Franklin D. Roosevelt,"February 23, 1942: Fireside Chat 20: On the Progress of the War",1942-02-23T14:00:00-04:00,1
"may grab you so fast.” Because I can’t fall with the fake news watching. If I fall, if I fall, I remember when President Ford fell out of the plane, do you remember? I remember when another president, nice man, threw up in Japan, and they did slow motion replays. It’s true, right? “I don’t want that, general.” Now he’s standing there, big strong guy, and he’s got these shoes but they’re loaded with rubber on the bottom because I",Donald Trump,"June 20, 2020: Campaign Rally in Tulsa, Oklahoma",2020-06-20T19:00:00-04:00,1
